TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Target
-1.1144932456964662,1,36,0,1.4322509142707525,0,-0.5376268592979669,0.0,0.004825950802449937,Senior,0
0.5514608787849028,1,15,0,1.3196025735961572,0,0.3131170522131547,0.0,2.2296427644355914,Senior,2
-0.5983533788821362,1,23,2,-1.440281772931423,3,-0.8921034890942677,0.0,-1.0217746727929478,Young,2
-0.33057707186553964,1,33,2,-1.04601258057034,3,-1.3316545100416806,0.0,0.8942818128316314,Young,0
-0.7554034239181543,1,28,0,-1.4966059432687204,3,0.7526680731605676,0.0,-1.1094298873719666,Young,0
-1.1467404869296967,0,39,0,-0.42644670686006697,0,0.2847589218294507,0.0,2.1158636354050273,Middle,0
-0.39074738788988406,0,16,1,1.2632784032588598,2,2.4399768309909593,0.0,-0.5910787291182072,Senior,2
-0.6906329308277286,0,11,1,0.36209167786209884,1,-0.4667315333387068,0.0,1.0296434686443834,Middle,1
2.574250738282204,1,26,0,0.5873883592112891,0,0.015356683184262133,0.0,-1.0476258466819137,Middle,2
-1.097518592322626,0,0,2,0.41841584819939637,1,-0.8495662935187116,0.0,0.6448168269422315,Middle,1
-0.3051840944607704,1,22,2,-1.3276334322568277,3,0.7668471383524197,0.0,-0.9171915321648091,Young,2
1.0955698221610073,0,23,1,-1.1586609212449352,3,-0.11225490354240612,0.0,-0.8937229786621458,Young,2
2.416924682622221,1,22,0,-1.04601258057034,3,0.05789387875981822,0.0,-1.2617503455239418,Young,2
-0.41112617229262444,1,21,2,-1.4966059432687204,3,0.21386359587019052,0.0,-1.2333853270157342,Young,2
0.9618426748500218,1,10,0,-0.4827708771973645,1,0.1429682699109304,0.0,-0.418866221067198,Middle,1
1.3774686727704737,0,2,1,-1.440281772931423,3,0.5541611604746393,0.0,-1.0194821082527796,Young,1
1.088255540625938,1,8,2,-0.31379836618547186,1,1.6317701150553934,0.0,0.004249593387188884,Middle,1
-1.0933784329631528,0,0,1,0.8126850405604793,2,-0.18315022950166626,0.0,0.7345767752966235,Senior,1
-0.8504890838740562,0,8,2,-1.4966059432687204,3,0.7101308775850116,0.0,0.37955604564083156,Young,1
-0.9064272369976059,1,20,1,1.4885750846080499,2,-1.1473266625476042,0.0,0.16915985882877388,Senior,2
-0.7847525535997536,1,19,1,-0.3701225365227694,0,-0.36747807699574264,0.0,1.0427787570591514,Middle,2
-0.9391804977081052,1,1,2,-0.31379836618547186,1,0.015356683184262133,0.0,0.9987131450334292,Middle,1
-0.50979997036007,1,33,2,-1.3276334322568277,3,-0.32494088142018657,0.0,-0.813717364956213,Young,0
-1.1448544143326034,0,15,2,1.1506300625842645,2,2.2272908531131788,0.0,-0.37534866319080895,Senior,2
-0.9938306012531519,1,25,1,-0.42644670686006697,1,-0.3391199466120386,0.0,-0.6193099503693005,Middle,2
-0.593017173485482,1,19,2,-0.03217751449898407,0,1.1071447029568684,0.0,-0.854602719101298,Middle,2
-0.9209177947557621,1,11,1,-0.9896884102330425,3,2.326544309456143,0.0,-0.9627649363572411,Young,1
-1.0490787278167892,0,24,2,0.8126850405604793,0,-1.4025498360009407,0.0,0.8339212387039064,Senior,2
-0.907347272410822,1,3,0,-0.8770400695584474,0,1.9578886144679903,0.0,1.2170882798130076,Young,1
2.8587716898193363,1,20,2,-1.2713092619195303,3,0.440728638939823,0.0,-1.2078943765113066,Young,2
-0.005068542669621761,0,37,1,0.024146655838313488,0,-0.9771778802453799,0.0,2.5016011276652264,Middle,0
-0.6053916497932409,1,39,1,0.24944333718750372,1,-1.04807320620464,0.0,0.17271835126317617,Middle,0
-0.8198979063846152,1,25,1,-1.04601258057034,3,0.3698333129805628,0.0,-1.0788289108554472,Young,2
0.36464768813133813,1,28,2,0.5873883592112891,2,1.3765469416020568,0.0,-1.0482665297015568,Middle,0
0.3317104203381957,1,35,0,1.0379817219096694,2,0.0011776179924101046,0.0,-0.1980698705386876,Senior,0
-1.0228117167694646,1,30,2,-0.3701225365227694,0,-1.4167289011927928,0.0,2.3468620267884948,Middle,0
-0.06873499326418797,0,5,2,0.7000366998858841,0,-0.041359577583145984,0.0,2.1262354958555525,Senior,1
-0.9248279452619314,1,40,0,-1.440281772931423,3,-0.027180512391293953,0.0,-1.2483448895707705,Young,0
0.2205701424216696,1,21,1,-0.9896884102330425,3,-1.2182219885068644,0.0,-1.08706258821632,Young,2
0.8230093309956861,1,6,1,1.6575475956199426,2,-0.4100152725712987,0.0,-0.10811179932279963,Senior,1
-0.42262661495782783,1,3,1,-1.04601258057034,3,-0.6227012504490792,0.0,-0.9222192214032922,Young,1
1.1678846056398067,1,28,2,-1.440281772931423,3,-0.1973292946935183,0.0,-1.109424741323616,Young,0
1.7045412621688594,1,10,2,-1.04601258057034,3,0.27057985663759865,0.0,-1.2422416762270232,Young,1
-1.078059843333102,0,34,2,-0.20115002551087674,1,0.7952052687361237,0.0,-0.967036156488194,Middle,0
0.777329572729498,0,18,2,1.3759267439334548,2,0.02953574837611416,0.0,-0.30513855252013977,Senior,2
0.7737414346179546,1,29,2,0.36209167786209884,1,2.0571420708109542,0.0,0.023259095994104438,Middle,0
-0.7863166138022212,1,41,1,1.2632784032588598,0,0.3698333129805628,0.0,2.52450876189768,Senior,0
-0.3995797278567602,1,36,1,-0.9333642398957449,3,0.32729611740500675,0.0,-1.0741279956872236,Young,0
-0.6979932141334588,1,29,0,0.9816575515723719,2,-0.4100152725712987,0.0,-0.15841442194938307,Senior,0
0.2787163805369381,1,23,1,-1.1023367509076376,3,-0.5092687289142629,0.0,-0.9698819212260458,Young,2
