TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Target
-1.1144932456964662,1,36,0,1.4322509142707522,0,-0.5376268592979668,0.0,0.004825950802449861,1,0
0.5514608787849028,1,15,0,1.319602573596157,0,0.3131170522131548,0.0,2.2296427644355914,1,2
-0.5983533788821362,1,23,2,-1.4402817729314232,3,-0.8921034890942676,0.0,-1.0217746727929478,2,2
-0.33057707186553964,1,33,2,-1.0460125805703402,3,-1.3316545100416806,0.0,0.8942818128316313,2,0
-0.7554034239181543,1,28,0,-1.4966059432687207,3,0.7526680731605677,0.0,-1.1094298873719666,2,0
-1.1467404869296967,0,39,0,-0.4264467068600671,0,0.28475892182945073,0.0,2.1158636354050273,0,0
-0.39074738788988406,0,16,1,1.2632784032588595,2,2.4399768309909593,0.0,-0.5910787291182074,1,2
-0.6906329308277286,0,11,1,0.3620916778620987,1,-0.46673153333870676,0.0,1.0296434686443834,0,1
2.574250738282204,1,26,0,0.587388359211289,0,0.015356683184262197,0.0,-1.0476258466819137,0,2
-1.097518592322626,0,0,2,0.41841584819939626,1,-0.8495662935187115,0.0,0.6448168269422314,0,1
-0.3051840944607704,1,22,2,-1.327633432256828,3,0.7668471383524198,0.0,-0.9171915321648092,2,2
1.0955698221610073,0,23,1,-1.1586609212449355,3,-0.11225490354240605,0.0,-0.8937229786621459,2,2
2.416924682622221,1,22,0,-1.0460125805703402,3,0.05789387875981828,0.0,-1.2617503455239418,2,2
-0.41112617229262444,1,21,2,-1.4966059432687207,3,0.21386359587019058,0.0,-1.2333853270157342,2,2
0.9618426748500218,1,10,0,-0.4827708771973646,1,0.14296826991093045,0.0,-0.41886622106719806,0,1
1.3774686727704737,0,2,1,-1.4402817729314232,3,0.5541611604746394,0.0,-1.0194821082527796,2,1
1.088255540625938,1,8,2,-0.31379836618547197,1,1.6317701150553934,0.0,0.004249593387188807,0,1
-1.0933784329631528,0,0,1,0.8126850405604792,2,-0.1831502295016662,0.0,0.7345767752966234,1,1
-0.8504890838740562,0,8,2,-1.4966059432687207,3,0.7101308775850117,0.0,0.3795560456408315,2,1
-0.9064272369976059,1,20,1,1.4885750846080497,2,-1.1473266625476042,0.0,0.1691598588287738,1,2
-0.7847525535997536,1,19,1,-0.3701225365227695,0,-0.3674780769957426,0.0,1.0427787570591514,0,2
-0.9391804977081052,1,1,2,-0.31379836618547197,1,0.015356683184262197,0.0,0.9987131450334291,0,1
-0.50979997036007,1,33,2,-1.327633432256828,3,-0.3249408814201865,0.0,-0.8137173649562132,2,0
-1.1448544143326034,0,15,2,1.1506300625842643,2,2.2272908531131788,0.0,-0.375348663190809,1,2
-0.9938306012531519,1,25,1,-0.4264467068600671,1,-0.33911994661203854,0.0,-0.6193099503693006,0,2
-0.593017173485482,1,19,2,-0.03217751449898419,0,1.1071447029568684,0.0,-0.8546027191012981,0,2
-0.9209177947557621,1,11,1,-0.9896884102330427,3,2.326544309456143,0.0,-0.9627649363572413,2,1
-1.0490787278167892,0,24,2,0.8126850405604792,0,-1.4025498360009407,0.0,0.8339212387039063,1,2
-0.907347272410822,1,3,0,-0.8770400695584475,0,1.9578886144679903,0.0,1.2170882798130076,2,1
2.8587716898193363,1,20,2,-1.2713092619195305,3,0.44072863893982306,0.0,-1.2078943765113066,2,2
-0.0050685426696217535,0,37,1,0.02414665583831336,0,-0.9771778802453798,0.0,2.5016011276652264,0,0
-0.6053916497932409,1,39,1,0.24944333718750358,1,-1.04807320620464,0.0,0.17271835126317608,0,0
-0.8198979063846152,1,25,1,-1.0460125805703402,3,0.3698333129805629,0.0,-1.0788289108554472,2,2
0.36464768813133813,1,28,2,0.587388359211289,2,1.3765469416020568,0.0,-1.0482665297015568,0,0
0.3317104203381957,1,35,0,1.0379817219096692,2,0.0011776179924101694,0.0,-0.1980698705386877,1,0
-1.0228117167694646,1,30,2,-0.3701225365227695,0,-1.4167289011927928,0.0,2.3468620267884948,0,0
-0.06873499326418796,0,5,2,0.700036699885884,0,-0.04135957758314592,0.0,2.1262354958555525,1,1
-0.9248279452619314,1,40,0,-1.4402817729314232,3,-0.027180512391293887,0.0,-1.2483448895707705,2,0
